Código,Distrito,Sí tiene conexión a internet,No tiene conexión a internet
150110,"Lima, Lima, distrito: Comas",   59 841,   72 885
150111,"Lima, Lima, distrito: El Agustino",   22 030,   29 736
150112,"Lima, Lima, distrito: Independencia",   22 539,   31 754
150113,"Lima, Lima, distrito: Jesús María",   19 746,   4 048
150114,"Lima, Lima, distrito: La Molina",   34 952,   5 293
150115,"Lima, Lima, distrito: La Victoria",   24 611,   26 521
150116,"Lima, Lima, distrito: Lince",   13 432,   4 761
150117,"Lima, Lima, distrito: Los Olivos",   54 058,   35 691
150118,"Lima, Lima, distrito: Lurigancho",   21 147,   45 074
150119,"Lima, Lima, distrito: Lurin",   7 356,   16 509
150120,"Lima, Lima, distrito: Magdalena del Mar",   15 866,   3 373
150121,"Lima, Lima, distrito: Pueblo Libre",   21 789,   4 618
150122,"Lima, Lima, distrito: Miraflores",   33 263,   4 363
150123,"Lima, Lima, distrito: Pachacamac",   6 754,   23 581
150124,"Lima, Lima, distrito: Pucusana",862,   3 515
150125,"Lima, Lima, distrito: Puente Piedra",   26 923,   60 364
150126,"Lima, Lima, distrito: Punta Hermosa",   1 592,   4 138
150127,"Lima, Lima, distrito: Punta Negra",950,   1 082
150128,"Lima, Lima, distrito: Rímac",   23 375,   25 165
150129,"Lima, Lima, distrito: San Bartolo",854,   1 294
150130,"Lima, Lima, distrito: San Borja",   30 759,   4 181
150131,"Lima, Lima, distrito: San Isidro",   19 102,   1 971
150132,"Lima, Lima, distrito: San Juan de Lurigancho",   100 705,   173 463
150133,"Lima, Lima, distrito: San Juan de Miraflores",   41 726,   47 621
150134,"Lima, Lima, distrito: San Luis",   9 270,   5 349
150135,"Lima, Lima, distrito: San Martín de Porres",   94 520,   82 133
150136,"Lima, Lima, distrito: San Miguel",   37 004,   9 206
150137,"Lima, Lima, distrito: Santa Anita",   26 043,   29 593
150138,"Lima, Lima, distrito: Santa María del Mar",144,156
150139,"Lima, Lima, distrito: Santa Rosa",   2 055,   6 594
150140,"Lima, Lima, distrito: Santiago de Surco",   82 497,   18 088
150141,"Lima, Lima, distrito: Surquillo",   20 913,   8 349
150142,"Lima, Lima, distrito: Villa el Salvador",   37 577,   57 202
150143,"Lima, Lima, distrito: Villa María del Triunfo",   35 758,   67 519
150201,"Lima, Barranca, distrito: Barranca",   5 774,   12 745
150202,"Lima, Barranca, distrito: Paramonga",   1 816,   4 814
150203,"Lima, Barranca, distrito: Pativilca",   1 089,   4 118
150204,"Lima, Barranca, distrito: Supe",   1 479,   5 133
150205,"Lima, Barranca, distrito: Supe Puerto",850,   2 632
150301,"Lima, Cajatambo, distrito: Cajatambo",16,650
150302,"Lima, Cajatambo, distrito: Copa",1,277
150303,"Lima, Cajatambo, distrito: Gorgor",5,530
150304,"Lima, Cajatambo, distrito: Huancapon",0,393
150305,"Lima, Cajatambo, distrito: Manas",2,361
150401,"Lima, Canta, distrito: Canta",43,727
150402,"Lima, Canta, distrito: Arahuay",0,274
150403,"Lima, Canta, distrito: Huamantanga",2,303
150404,"Lima, Canta, distrito: Huaros",2,298
150405,"Lima, Canta, distrito: Lachaqui",6,446
150406,"Lima, Canta, distrito: San Buenaventura",0,238
150407,"Lima, Canta, distrito: Santa Rosa de Quives",104,   1 535
150501,"Lima, Cañete, distrito: San Vicente de Cañete",   3 925,   12 480
150502,"Lima, Cañete, distrito: Asia",372,   2 234
150503,"Lima, Cañete, distrito: Calango",68,679
150504,"Lima, Cañete, distrito: Cerro Azul",387,   1 872
150505,"Lima, Cañete, distrito: Chilca",   1 198,   4 302
150506,"Lima, Cañete, distrito: Coayllo",17,395
150507,"Lima, Cañete, distrito: Imperial",   2 301,   8 190
150508,"Lima, Cañete, distrito: Lunahuana",322,   1 142
150509,"Lima, Cañete, distrito: Mala",   2 501,   6 058
150510,"Lima, Cañete, distrito: Nuevo Imperial",   1 254,   5 959
150511,"Lima, Cañete, distrito: Pacaran",27,423
150512,"Lima, Cañete, distrito: Quilmana",886,   3 702
150513,"Lima, Cañete, distrito: San Antonio",256,   1 009
150514,"Lima, Cañete, distrito: San Luis",853,   2 787
150515,"Lima, Cañete, distrito: Santa Cruz de Flores",249,658
150516,"Lima, Cañete, distrito: Zúñiga",65,330
150601,"Lima, Huaral, distrito: Huaral",   8 802,   18 523
150602,"Lima, Huaral, distrito: Atavillos Alto",2,274
150603,"Lima, Huaral, distrito: Atavillos Bajo",1,357
150604,"Lima, Huaral, distrito: Aucallama",635,   4 067
150605,"Lima, Huaral, distrito: Chancay",   4 312,   10 914
150606,"Lima, Huaral, distrito: Ihuari",1,681
150607,"Lima, Huaral, distrito: Lampian",6,142
150608,"Lima, Huaral, distrito: Pacaraos",2,421
150609,"Lima, Huaral, distrito: San Miguel de Acos",2,209
150610,"Lima, Huaral, distrito: Santa Cruz de Andamarca",5,154
150611,"Lima, Huaral, distrito: Sumbilca",7,299
150612,"Lima, Huaral, distrito: Veintisiete de Noviembre",3,180
150701,"Lima, Huarochirí, distrito: Matucana",177,   1 110
150702,"Lima, Huarochirí, distrito: Antioquia",6,385
150703,"Lima, Huarochirí, distrito: Callahuanca",20,234
150704,"Lima, Huarochirí, distrito: Carampoma",0,162
150705,"Lima, Huarochirí, distrito: Chicla",75,705
150706,"Lima, Huarochirí, distrito: Cuenca",0,164
150707,"Lima, Huarochirí, distrito: Huachupampa",0,178
150708,"Lima, Huarochirí, distrito: Huanza",6,281
150709,"Lima, Huarochirí, distrito: Huarochirí",3,461
150710,"Lima, Huarochirí, distrito: Lahuaytambo",1,261
150711,"Lima, Huarochirí, distrito: Langa",1,267
150712,"Lima, Huarochirí, distrito: San Pedro de Laraos",0,202
150713,"Lima, Huarochirí, distrito: Mariatana",0,476
150714,"Lima, Huarochirí, distrito: Ricardo Palma",510,   1 128
150715,"Lima, Huarochirí, distrito: San Andrés de Tupicocha",11,433
150716,"Lima, Huarochirí, distrito: San Antonio",8,495
150717,"Lima, Huarochirí, distrito: San Bartolomé",33,381
150718,"Lima, Huarochirí, distrito: San Damian",1,424
150719,"Lima, Huarochirí, distrito: San Juan de Iris",0,151
150720,"Lima, Huarochirí, distrito: San Juan de Tantaranche",0,130
150721,"Lima, Huarochirí, distrito: San Lorenzo de Quinti",1,482
150722,"Lima, Huarochirí, distrito: San Mateo",100,   1 143
150723,"Lima, Huarochirí, distrito: San Mateo de Otao",10,437
150724,"Lima, Huarochirí, distrito: San Pedro de Casta",6,319
150725,"Lima, Huarochirí, distrito: San Pedro de Huancayre",0,93
150726,"Lima, Huarochirí, distrito: Sangallaya",2,262
150727,"Lima, Huarochirí, distrito: Santa Cruz de Cocachacra",132,489
150728,"Lima, Huarochirí, distrito: Santa Eulalia",837,   2 518
150729,"Lima, Huarochirí, distrito: Santiago de Anchucaya",3,145
150730,"Lima, Huarochirí, distrito: Santiago de Tuna",13,172
150731,"Lima, Huarochirí, distrito: Santo Domingo de los Olleros",63,876
150732,"Lima, Huarochirí, distrito: Surco",12,447
150801,"Lima, Huaura, distrito: Huacho",   8 695,   10 317
150802,"Lima, Huaura, distrito: Ambar",6,740
150803,"Lima, Huaura, distrito: Caleta de Carquin",416,   1 101
150804,"Lima, Huaura, distrito: Checras",1,434
150805,"Lima, Huaura, distrito: Hualmay",   2 915,   4 705
150806,"Lima, Huaura, distrito: Huaura",   2 484,   6 699
150807,"Lima, Huaura, distrito: Leoncio Prado",34,597
150808,"Lima, Huaura, distrito: Paccho",0,600
150809,"Lima, Huaura, distrito: Santa Leonor",2,288
150810,"Lima, Huaura, distrito: Santa María",   2 620,   7 802
150811,"Lima, Huaura, distrito: Sayan",   1 311,   5 376
150812,"Lima, Huaura, distrito: Vegueta",   1 383,   6 093
150901,"Lima, Oyón, distrito: Oyón",271,   2 701
150902,"Lima, Oyón, distrito: Andajes",1,241
150903,"Lima, Oyón, distrito: Caujul",1,192
150904,"Lima, Oyón, distrito: Cochamarca",1,340
150905,"Lima, Oyón, distrito: Navan",1,309
150906,"Lima, Oyón, distrito: Pachangara",25,595
151001,"Lima, Yauyos, distrito: Yauyos",9,493
151002,"Lima, Yauyos, distrito: Alis",0,106
151003,"Lima, Yauyos, distrito: Allauca",1,394
151004,"Lima, Yauyos, distrito: Ayaviri",0,200
151005,"Lima, Yauyos, distrito: Azangaro",0,162
151006,"Lima, Yauyos, distrito: Cacra",0,197
151007,"Lima, Yauyos, distrito: Carania",1,77
151008,"Lima, Yauyos, distrito: Catahuasi",0,363
151009,"Lima, Yauyos, distrito: Chocos",1,272
151010,"Lima, Yauyos, distrito: Cochas",0,86
151011,"Lima, Yauyos, distrito: Colonia",2,456
151012,"Lima, Yauyos, distrito: Hongos",0,126
151013,"Lima, Yauyos, distrito: Huampara",0,83
151014,"Lima, Yauyos, distrito: Huancaya",1,126
151015,"Lima, Yauyos, distrito: Huangascar",0,181
151016,"Lima, Yauyos, distrito: Huantan",0,242
151017,"Lima, Yauyos, distrito: Huañec",2,182
151018,"Lima, Yauyos, distrito: Laraos",1,221
151019,"Lima, Yauyos, distrito: Lincha",0,164
151020,"Lima, Yauyos, distrito: Madean",1,205
151021,"Lima, Yauyos, distrito: Miraflores",0,96
151022,"Lima, Yauyos, distrito: Omas",0,234
151023,"Lima, Yauyos, distrito: Putinza",0,167
151024,"Lima, Yauyos, distrito: Quinches",3,274
151025,"Lima, Yauyos, distrito: Quinocay",0,197
151026,"Lima, Yauyos, distrito: San Joaquín",0,82
151027,"Lima, Yauyos, distrito: San Pedro de Pilas",0,115
151028,"Lima, Yauyos, distrito: Tanta",0,149
151029,"Lima, Yauyos, distrito: Tauripampa",0,236
151030,"Lima, Yauyos, distrito: Tomas",0,186
151031,"Lima, Yauyos, distrito: Tupe",0,187
151032,"Lima, Yauyos, distrito: Viñac",0,479
151033,"Lima, Yauyos, distrito: Vitis",0,110
160101,"Loreto, Maynas, distrito: Iquitos",   10 602,   19 774
160102,"Loreto, Maynas, distrito: Alto Nanay",4,642
160103,"Loreto, Maynas, distrito: Fernando Lores",32,   3 132
160104,"Loreto, Maynas, distrito: Indiana",31,   2 192
160105,"Loreto, Maynas, distrito: Las Amazonas",5,   1 685
160106,"Loreto, Maynas, distrito: Mazan",12,   2 858
160107,"Loreto, Maynas, distrito: Napo",4,   2 969
160108,"Loreto, Maynas, distrito: Punchana",   2 500,   14 248
160110,"Loreto, Maynas, distrito: Torres Causana",0,840
160112,"Loreto, Maynas, distrito: Belén",   1 932,   12 265
160113,"Loreto, Maynas, distrito: San Juan Bautista",   6 268,   24 851
160201,"Loreto, Alto Amazonas, distrito: Yurimaguas",   2 220,   18 119
160202,"Loreto, Alto Amazonas, distrito: Balsapuerto",1,   2 937
160205,"Loreto, Alto Amazonas, distrito: Jeberos",1,832
160206,"Loreto, Alto Amazonas, distrito: Lagunas",68,   2 566
160210,"Loreto, Alto Amazonas, distrito: Santa Cruz",71,797
160211,"Loreto, Alto Amazonas, distrito: Teniente Cesar López Rojas",4,   1 393
160301,"Loreto, Loreto, distrito: Nauta",296,   6 462
160302,"Loreto, Loreto, distrito: Parinari",11,   1 232
160303,"Loreto, Loreto, distrito: Tigre",4,   1 450
160304,"Loreto, Loreto, distrito: Trompeteros",35,   1 668
160305,"Loreto, Loreto, distrito: Urarinas",15,   2 553
160401,"Loreto, Mariscal Ramón Castilla, distrito: Ramón Castilla",84,   4 022
160402,"Loreto, Mariscal Ramón Castilla, distrito: Pebas",8,   2 212
160403,"Loreto, Mariscal Ramón Castilla, distrito: Yavari",6,   1 852
160404,"Loreto, Mariscal Ramón Castilla, distrito: San Pablo",4,   2 362
160501,"Loreto, Requena, distrito: Requena",299,   5 104
160502,"Loreto, Requena, distrito: Alto Tapiche",1,307
160503,"Loreto, Requena, distrito: Capelo",1,583
160504,"Loreto, Requena, distrito: Emilio San Martín",1,   1 248
160505,"Loreto, Requena, distrito: Maquia",6,   1 546
160506,"Loreto, Requena, distrito: Puinahua",1,953
160507,"Loreto, Requena, distrito: Saquena",8,719
160508,"Loreto, Requena, distrito: Soplin",0,139
160509,"Loreto, Requena, distrito: Tapiche",0,188
160510,"Loreto, Requena, distrito: Jenaro Herrera",8,893
160511,"Loreto, Requena, distrito: Yaquerana",1,419
160601,"Loreto, Ucayali, distrito: Contamana",233,   4 970
160602,"Loreto, Ucayali, distrito: Inahuaya",2,387
160603,"Loreto, Ucayali, distrito: Padre Márquez",6,920
160604,"Loreto, Ucayali, distrito: Pampa Hermosa",2,   1 325
160605,"Loreto, Ucayali, distrito: Sarayacu",10,   2 958
160606,"Loreto, Ucayali, distrito: Vargas Guerra",12,   1 331
160701,"Loreto, Datem del Marañón, distrito: Barranca",206,   2 569
160702,"Loreto, Datem del Marañón, distrito: Cahuapanas",1,   1 291
160703,"Loreto, Datem del Marañón, distrito: Manseriche",9,   1 841
160704,"Loreto, Datem del Marañón, distrito: Morona",2,920
160705,"Loreto, Datem del Marañón, distrito: Pastaza",4,   1 058
160706,"Loreto, Datem del Marañón, distrito: Andoas",5,   2 343
160801,"Loreto, Putumayo, distrito: Putumayo",17,792
160802,"Loreto, Putumayo, distrito: Rosa Panduro",0,128
160803,"Loreto, Putumayo, distrito: Teniente Manuel Clavero",0,534
160804,"Loreto, Putumayo, distrito: Yaguas",0,253
170101,"Madre de Dios, Tambopata, distrito: Tambopata",   5 767,   18 285
170102,"Madre de Dios, Tambopata, distrito: Inambari",326,   3 181
170103,"Madre de Dios, Tambopata, distrito: Las Piedras",289,   3 291
170104,"Madre de Dios, Tambopata, distrito: Laberinto",48,   1 502
170201,"Madre de Dios, Manu, distrito: Manu",3,771
170202,"Madre de Dios, Manu, distrito: Fitzcarrald",0,341
170203,"Madre de Dios, Manu, distrito: Madre de Dios",35,   1 764
170204,"Madre de Dios, Manu, distrito: Huepetuhe",101,   2 588
170301,"Madre de Dios, Tahuamanu, distrito: Iñapari",56,647
170302,"Madre de Dios, Tahuamanu, distrito: Iberia",143,   1 439
170303,"Madre de Dios, Tahuamanu, distrito: Tahuamanu",40,795
180101,"Moquegua, Mariscal Nieto, distrito: Moquegua",   6 043,   16 181
180102,"Moquegua, Mariscal Nieto, distrito: Carumas",2,949
180103,"Moquegua, Mariscal Nieto, distrito: Cuchumbaya",3,369
180104,"Moquegua, Mariscal Nieto, distrito: Samegua",708,   2 071
180105,"Moquegua, Mariscal Nieto, distrito: San Cristóbal",0,787
180106,"Moquegua, Mariscal Nieto, distrito: Torata",286,   1 403
180201,"Moquegua, General Sánchez Cerro, distrito: Omate",89,   1 008
180202,"Moquegua, General Sánchez Cerro, distrito: Chojata",0,346
180203,"Moquegua, General Sánchez Cerro, distrito: Coalaque",5,378
180204,"Moquegua, General Sánchez Cerro, distrito: Ichuña",42,   1 319
180205,"Moquegua, General Sánchez Cerro, distrito: La Capilla",2,305
180206,"Moquegua, General Sánchez Cerro, distrito: Lloque",0,254
180207,"Moquegua, General Sánchez Cerro, distrito: Matalaque",0,234
180208,"Moquegua, General Sánchez Cerro, distrito: Puquina",13,977
180209,"Moquegua, General Sánchez Cerro, distrito: Quinistaquillas",8,225
180210,"Moquegua, General Sánchez Cerro, distrito: Ubinas",1,782
180211,"Moquegua, General Sánchez Cerro, distrito: Yunga",0,417
180301,"Moquegua, Ilo, distrito: Ilo",   6 569,   14 342
180302,"Moquegua, Ilo, distrito: El Algarrobal",95,   1 320
180303,"Moquegua, Ilo, distrito: Pacocha",896,573
190101,"Pasco, Pasco, distrito: Chaupimarca",   1 359,   5 830
190102,"Pasco, Pasco, distrito: Huachon",17,   1 384
190103,"Pasco, Pasco, distrito: Huariaca",211,   1 771
190104,"Pasco, Pasco, distrito: Huayllay",112,   1 889
190105,"Pasco, Pasco, distrito: Ninacaca",28,   1 202
190106,"Pasco, Pasco, distrito: Pallanchacra",4,587
190107,"Pasco, Pasco, distrito: Paucartambo",63,   3 440
190108,"Pasco, Pasco, distrito: San Francisco de Asís de Yarusyacan",15,   1 179
190109,"Pasco, Pasco, distrito: Simon Bolívar",262,   3 118
190110,"Pasco, Pasco, distrito: Ticlacayan",8,   1 034
190111,"Pasco, Pasco, distrito: Tinyahuarco",252,   1 309
190112,"Pasco, Pasco, distrito: Vicco",21,907
190113,"Pasco, Pasco, distrito: Yanacancha",   2 040,   5 209
190201,"Pasco, Daniel Alcides Carrión, distrito: Yanahuanca",88,   3 241
190202,"Pasco, Daniel Alcides Carrión, distrito: Chacayan",5,864
190203,"Pasco, Daniel Alcides Carrión, distrito: Goyllarisquizga",0,383
190204,"Pasco, Daniel Alcides Carrión, distrito: Paucar",20,584
190205,"Pasco, Daniel Alcides Carrión, distrito: San Pedro de Pillao",0,575
190206,"Pasco, Daniel Alcides Carrión, distrito: Santa Ana de Tusi",6,   3 740
190207,"Pasco, Daniel Alcides Carrión, distrito: Tapuc",20,772
190208,"Pasco, Daniel Alcides Carrión, distrito: Vilcabamba",17,683
190301,"Pasco, Oxapampa, distrito: Oxapampa",   1 010,   3 946
190302,"Pasco, Oxapampa, distrito: Chontabamba",105,   1 320
190303,"Pasco, Oxapampa, distrito: Huancabamba",20,   1 918
190304,"Pasco, Oxapampa, distrito: Palcazu",37,   2 005
190305,"Pasco, Oxapampa, distrito: Pozuzo",51,   1 230
190306,"Pasco, Oxapampa, distrito: Puerto Bermúdez",88,   4 395
190307,"Pasco, Oxapampa, distrito: Villa Rica",709,   4 306
190308,"Pasco, Oxapampa, distrito: Constitución",58,   3 750
200101,"Piura, Piura, distrito: Piura",   18 363,   18 027
200104,"Piura, Piura, distrito: Castilla",   13 963,   26 655
200105,"Piura, Piura, distrito: Catacaos",   2 214,   17 206
200107,"Piura, Piura, distrito: Cura Mori",135,   5 787
200108,"Piura, Piura, distrito: El Tallan",40,   1 431
200109,"Piura, Piura, distrito: La Arena",319,   9 961
200110,"Piura, Piura, distrito: La Unión",   1 448,   9 527
200111,"Piura, Piura, distrito: Las Lomas",126,   7 467
200114,"Piura, Piura, distrito: Tambo Grande",819,   27 983
200115,"Piura, Piura, distrito: Veintiseis de Octubre",   13 077,   30 721
200201,"Piura, Ayabaca, distrito: Ayabaca",181,   8 196
200202,"Piura, Ayabaca, distrito: Frias",47,   5 129
200203,"Piura, Ayabaca, distrito: Jilili",2,692
200204,"Piura, Ayabaca, distrito: Lagunas",5,   1 343
200205,"Piura, Ayabaca, distrito: Montero",13,   1 759
200206,"Piura, Ayabaca, distrito: Pacaipampa",41,   5 274
200207,"Piura, Ayabaca, distrito: Paimas",50,   2 500
200208,"Piura, Ayabaca, distrito: Sapillica",6,   2 620
200209,"Piura, Ayabaca, distrito: Sicchez",10,502
200210,"Piura, Ayabaca, distrito: Suyo",91,   3 045
200301,"Piura, Huancabamba, distrito: Huancabamba",479,   7 613
200302,"Piura, Huancabamba, distrito: Canchaque",64,   2 218
200303,"Piura, Huancabamba, distrito: El Carmen de la Frontera",22,   3 166
200304,"Piura, Huancabamba, distrito: Huarmaca",223,   9 560
200305,"Piura, Huancabamba, distrito: Lalaquiz",5,   1 268
200306,"Piura, Huancabamba, distrito: San Miguel de El Faique",75,   2 479
200307,"Piura, Huancabamba, distrito: Sondor",30,   1 951
200308,"Piura, Huancabamba, distrito: Sondorillo",10,   2 812
200401,"Piura, Morropón, distrito: Chulucanas",   2 185,   20 681
200402,"Piura, Morropón, distrito: Buenos Aires",87,   2 732
200403,"Piura, Morropón, distrito: Chalaco",48,   2 274
200404,"Piura, Morropón, distrito: La Matanza",109,   3 894
200405,"Piura, Morropón, distrito: Morropón",150,   4 403
200406,"Piura, Morropón, distrito: Salitral",26,   2 563
200407,"Piura, Morropón, distrito: San Juan de Bigote",14,   2 058
200408,"Piura, Morropón, distrito: Santa Catalina de Mossa",16,   1 071
200409,"Piura, Morropón, distrito: Santo Domingo",41,   1 935
200410,"Piura, Morropón, distrito: Yamango",11,   2 429
200501,"Piura, Paita, distrito: Paita",   4 083,   19 260
200502,"Piura, Paita, distrito: Amotape",23,733
200503,"Piura, Paita, distrito: Arenal",6,349
200504,"Piura, Paita, distrito: Colan",396,   3 571
200505,"Piura, Paita, distrito: La Huaca",358,   3 090
200506,"Piura, Paita, distrito: Tamarindo",178,   1 316
200507,"Piura, Paita, distrito: Vichayal",30,   1 626
200601,"Piura, Sullana, distrito: Sullana",   10 345,   33 877
200602,"Piura, Sullana, distrito: Bellavista",   2 205,   7 046
200603,"Piura, Sullana, distrito: Ignacio Escudero",589,   5 246
200604,"Piura, Sullana, distrito: Lancones",40,   3 596
200605,"Piura, Sullana, distrito: Marcavelica",934,   7 445
200606,"Piura, Sullana, distrito: Miguel Checa",110,   2 336
200607,"Piura, Sullana, distrito: Querecotillo",475,   7 235
200608,"Piura, Sullana, distrito: Salitral",361,   1 590
200701,"Piura, Talara, distrito: Pariñas",   6 662,   18 959
200702,"Piura, Talara, distrito: El Alto",412,   1 966
200703,"Piura, Talara, distrito: La Brea",433,   2 983
200704,"Piura, Talara, distrito: Lobitos",83,290
200705,"Piura, Talara, distrito: Los Organos",564,   2 409
200706,"Piura, Talara, distrito: Mancora",611,   2 933
200801,"Piura, Sechura, distrito: Sechura",   1 639,   9 897
200802,"Piura, Sechura, distrito: Bellavista de la Unión",368,909
200803,"Piura, Sechura, distrito: Bernal",174,   1 717
200804,"Piura, Sechura, distrito: Cristo Nos Valga",144,950
200805,"Piura, Sechura, distrito: Vice",508,   3 291
200806,"Piura, Sechura, distrito: Rinconada Llicuar",117,741
210101,"Puno, Puno, distrito: Puno",   11 407,   29 627
210102,"Puno, Puno, distrito: Acora",94,   10 156
210103,"Puno, Puno, distrito: Amantani",4,   1 165
210104,"Puno, Puno, distrito: Atuncolla",4,   1 652
210105,"Puno, Puno, distrito: Capachica",7,   3 115
210106,"Puno, Puno, distrito: Chucuito",56,   2 828
210107,"Puno, Puno, distrito: Coata",7,   2 518
210108,"Puno, Puno, distrito: Huata",3,   1 237
210109,"Puno, Puno, distrito: Mañazo",22,   2 018
210110,"Puno, Puno, distrito: Paucarcolla",10,   1 652
210111,"Puno, Puno, distrito: Pichacani",32,   2 488
210112,"Puno, Puno, distrito: Plateria",3,   3 208
210113,"Puno, Puno, distrito: San Antonio",4,997
210114,"Puno, Puno, distrito: Tiquillaca",3,731
210115,"Puno, Puno, distrito: Vilque",3,   1 126
210201,"Puno, Azángaro, distrito: Azángaro",450,   9 325
210202,"Puno, Azángaro, distrito: Achaya",0,   1 126
210203,"Puno, Azángaro, distrito: Arapa",19,   2 478
210204,"Puno, Azángaro, distrito: Asillo",43,   5 172
210205,"Puno, Azángaro, distrito: Caminaca",1,   1 119
210206,"Puno, Azángaro, distrito: Chupa",12,   2 615
210207,"Puno, Azángaro, distrito: José Domingo Choquehuanca",7,   1 638
210208,"Puno, Azángaro, distrito: Muñani",3,   2 266
210209,"Puno, Azángaro, distrito: Potoni",1,   1 704
210210,"Puno, Azángaro, distrito: Saman",118,   3 289
210211,"Puno, Azángaro, distrito: San Anton",5,   2 563
210212,"Puno, Azángaro, distrito: San José",1,   1 878
210213,"Puno, Azángaro, distrito: San Juan de Salinas",8,   1 046
210214,"Puno, Azángaro, distrito: Santiago de Pupuja",5,   1 888
210215,"Puno, Azángaro, distrito: Tirapata",4,960
210301,"Puno, Carabaya, distrito: Macusani",247,   3 586
210302,"Puno, Carabaya, distrito: Ajoyani",16,837
210303,"Puno, Carabaya, distrito: Ayapata",51,   3 745
210304,"Puno, Carabaya, distrito: Coasa",3,   2 629
210305,"Puno, Carabaya, distrito: Corani",3,   1 360
210306,"Puno, Carabaya, distrito: Crucero",16,   2 921
210307,"Puno, Carabaya, distrito: Ituata",3,   3 713
210308,"Puno, Carabaya, distrito: Ollachea",11,   1 683
210309,"Puno, Carabaya, distrito: San Gaban",3,   1 847
210310,"Puno, Carabaya, distrito: Usicayos",1,   2 612
210401,"Puno, Chucuito, distrito: Juli",311,   7 883
210402,"Puno, Chucuito, distrito: Desaguadero",501,   5 444
210403,"Puno, Chucuito, distrito: Huacullani",9,   3 571
210404,"Puno, Chucuito, distrito: Kelluyo",7,   3 793
210405,"Puno, Chucuito, distrito: Pisacoma",13,   2 774
210406,"Puno, Chucuito, distrito: Pomata",30,   5 170
210407,"Puno, Chucuito, distrito: Zepita",15,   7 223
210501,"Puno, El Collao, distrito: Ilave",486,   16 988
210502,"Puno, El Collao, distrito: Capazo",0,580
210503,"Puno, El Collao, distrito: Pilcuyo",71,   4 883
210504,"Puno, El Collao, distrito: Santa Rosa",18,   1 825
210505,"Puno, El Collao, distrito: Conduriri",0,   1 221
210601,"Puno, Huancané, distrito: Huancané",207,   7 355
210602,"Puno, Huancané, distrito: Cojata",13,   1 443
210603,"Puno, Huancané, distrito: Huatasani",6,   1 230
210604,"Puno, Huancané, distrito: Inchupalla",0,   1 121
210605,"Puno, Huancané, distrito: Pusi",1,   2 014
210606,"Puno, Huancané, distrito: Rosaspata",4,   1 731
210607,"Puno, Huancané, distrito: Taraco",82,   4 756
210608,"Puno, Huancané, distrito: Vilque Chico",7,   3 760
210701,"Puno, Lampa, distrito: Lampa",270,   4 086
210702,"Puno, Lampa, distrito: Cabanilla",11,   2 271
210703,"Puno, Lampa, distrito: Calapuja",39,542
210704,"Puno, Lampa, distrito: Nicasio",5,903
210705,"Puno, Lampa, distrito: Ocuviri",12,778
210706,"Puno, Lampa, distrito: Palca",0,814
210707,"Puno, Lampa, distrito: Paratia",21,   1 239
210708,"Puno, Lampa, distrito: Pucara",31,   2 094
210709,"Puno, Lampa, distrito: Santa Lucia",172,   2 348
210710,"Puno, Lampa, distrito: Vilavila",1,559
210801,"Puno, Melgar, distrito: Ayaviri",412,   7 107
210802,"Puno, Melgar, distrito: Antauta",8,   1 462
210803,"Puno, Melgar, distrito: Cupi",2,740
210804,"Puno, Melgar, distrito: Llalli",6,952
210805,"Puno, Melgar, distrito: Macari",37,   2 410
210806,"Puno, Melgar, distrito: Nuñoa",91,   2 932
210807,"Puno, Melgar, distrito: Orurillo",19,   2 900
210808,"Puno, Melgar, distrito: Santa Rosa",19,   2 327
210809,"Puno, Melgar, distrito: Umachiri",16,   1 243
210901,"Puno, Moho  , distrito: Moho",42,   5 310
210902,"Puno, Moho  , distrito: Conima",1,   1 465
210903,"Puno, Moho  , distrito: Huayrapata",1,   1 016
210904,"Puno, Moho  , distrito: Tilali",2,   1 166
211001,"Puno, San Antonio de Putina, distrito: Putina",86,   4 192
211002,"Puno, San Antonio de Putina, distrito: Ananea",109,   4 901
211003,"Puno, San Antonio de Putina, distrito: Pedro Vilca Apaza",0,858
211004,"Puno, San Antonio de Putina, distrito: Quilcapuncu",4,   1 905
211005,"Puno, San Antonio de Putina, distrito: Sina",2,666
211101,"Puno, San Román, distrito: Juliaca",   12 654,   55 101
211102,"Puno, San Román, distrito: Cabana",3,   1 974
211103,"Puno, San Román, distrito: Cabanillas",38,   1 759
211104,"Puno, San Román, distrito: Caracoto",70,   2 456
211105,"Puno, San Román, distrito: San Miguel",   1 894,   16 189
211201,"Puno, Sandia, distrito: Sandia",16,   3 534
211202,"Puno, Sandia, distrito: Cuyocuyo",0,   1 875
211203,"Puno, Sandia, distrito: Limbani",1,   1 277
211204,"Puno, Sandia, distrito: Patambuco",0,   1 456
211205,"Puno, Sandia, distrito: Phara",2,   2 349
211206,"Puno, Sandia, distrito: Quiaca",0,601
211207,"Puno, Sandia, distrito: San Juan del Oro",3,   1 674
211208,"Puno, Sandia, distrito: Yanahuaya",0,878
211209,"Puno, Sandia, distrito: Alto Inambari",1,   2 854
211210,"Puno, Sandia, distrito: San Pedro de Putina Punco",9,   3 579
211301,"Puno, Yunguyo, distrito: Yunguyo",326,   8 495
211302,"Puno, Yunguyo, distrito: Anapia",1,606
211303,"Puno, Yunguyo, distrito: Copani",10,   1 964
211304,"Puno, Yunguyo, distrito: Cuturapi",2,546
